period,respondent,respondent-name,type,type-name,value,value-units
2019-06-29T17,CISO,California Independent System Operator,TI,Total interchange,-4404,megawatthours
2019-06-29T18,CISO,California Independent System Operator,D,Demand,22409,megawatthours
2019-06-29T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22619,megawatthours
2019-06-29T18,CISO,California Independent System Operator,NG,Net generation,17941,megawatthours
2019-06-29T18,CISO,California Independent System Operator,TI,Total interchange,-4197,megawatthours
2019-06-29T19,CISO,California Independent System Operator,D,Demand,22966,megawatthours
2019-06-29T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22853,megawatthours
2019-06-29T19,CISO,California Independent System Operator,NG,Net generation,18421,megawatthours
2019-06-29T19,CISO,California Independent System Operator,TI,Total interchange,-4309,megawatthours
2019-06-29T20,CISO,California Independent System Operator,D,Demand,23606,megawatthours
2019-06-29T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23235,megawatthours
2019-06-29T20,CISO,California Independent System Operator,NG,Net generation,19877,megawatthours
2019-06-29T20,CISO,California Independent System Operator,TI,Total interchange,-4312,megawatthours
2019-06-29T21,CISO,California Independent System Operator,D,Demand,24471,megawatthours
2019-06-29T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23853,megawatthours
2019-06-29T21,CISO,California Independent System Operator,NG,Net generation,20643,megawatthours
2019-06-29T21,CISO,California Independent System Operator,TI,Total interchange,-3799,megawatthours
2019-06-29T22,CISO,California Independent System Operator,D,Demand,25694,megawatthours
2019-06-29T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24871,megawatthours
2019-06-29T22,CISO,California Independent System Operator,NG,Net generation,21680,megawatthours
2019-06-29T22,CISO,California Independent System Operator,TI,Total interchange,-3593,megawatthours
2019-06-29T23,CISO,California Independent System Operator,D,Demand,26552,megawatthours
2019-06-29T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26104,megawatthours
2019-06-29T23,CISO,California Independent System Operator,NG,Net generation,22026,megawatthours
2019-06-29T23,CISO,California Independent System Operator,TI,Total interchange,-3984,megawatthours
2019-06-30T00,CISO,California Independent System Operator,D,Demand,27443,megawatthours
2019-06-30T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27488,megawatthours
2019-06-30T00,CISO,California Independent System Operator,NG,Net generation,22063,megawatthours
2019-06-30T00,CISO,California Independent System Operator,TI,Total interchange,-4224,megawatthours
2019-06-30T01,CISO,California Independent System Operator,D,Demand,28165,megawatthours
2019-06-30T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28616,megawatthours
2019-06-30T01,CISO,California Independent System Operator,NG,Net generation,21438,megawatthours
2019-06-30T01,CISO,California Independent System Operator,TI,Total interchange,-4914,megawatthours
2019-06-30T02,CISO,California Independent System Operator,D,Demand,28591,megawatthours
2019-06-30T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29058,megawatthours
2019-06-30T02,CISO,California Independent System Operator,NG,Net generation,20503,megawatthours
2019-06-30T02,CISO,California Independent System Operator,TI,Total interchange,-5945,megawatthours
2019-06-30T03,CISO,California Independent System Operator,D,Demand,28732,megawatthours
2019-06-30T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28850,megawatthours
2019-06-30T03,CISO,California Independent System Operator,NG,Net generation,19330,megawatthours
2019-06-30T03,CISO,California Independent System Operator,TI,Total interchange,-6989,megawatthours
2019-06-30T04,CISO,California Independent System Operator,D,Demand,28824,megawatthours
2019-06-30T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28693,megawatthours
2019-06-30T04,CISO,California Independent System Operator,NG,Net generation,19738,megawatthours
2019-06-30T04,CISO,California Independent System Operator,TI,Total interchange,-7736,megawatthours
2019-06-30T05,CISO,California Independent System Operator,D,Demand,28265,megawatthours
2019-06-30T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28223,megawatthours
2019-06-30T05,CISO,California Independent System Operator,NG,Net generation,18793,megawatthours
2019-06-30T05,CISO,California Independent System Operator,TI,Total interchange,-7481,megawatthours
2019-06-30T06,CISO,California Independent System Operator,D,Demand,26748,megawatthours
2019-06-30T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26597,megawatthours
2019-06-30T06,CISO,California Independent System Operator,NG,Net generation,16674,megawatthours
2019-06-30T06,CISO,California Independent System Operator,TI,Total interchange,-7412,megawatthours
2019-06-30T07,CISO,California Independent System Operator,D,Demand,24743,megawatthours
2019-06-30T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24806,megawatthours
2019-06-30T07,CISO,California Independent System Operator,NG,Net generation,15783,megawatthours
2019-06-30T07,CISO,California Independent System Operator,TI,Total interchange,-7209,megawatthours
2019-06-30T08,CISO,California Independent System Operator,D,Demand,23151,megawatthours
2019-06-30T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23459,megawatthours
2019-06-30T08,CISO,California Independent System Operator,NG,Net generation,14873,megawatthours
2019-06-30T08,CISO,California Independent System Operator,TI,Total interchange,-6472,megawatthours
2019-06-30T09,CISO,California Independent System Operator,D,Demand,21905,megawatthours
2019-06-30T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22222,megawatthours
2019-06-30T09,CISO,California Independent System Operator,NG,Net generation,14225,megawatthours
2019-06-30T09,CISO,California Independent System Operator,TI,Total interchange,-6004,megawatthours
2019-06-30T10,CISO,California Independent System Operator,D,Demand,21051,megawatthours
2019-06-30T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21349,megawatthours
2019-06-30T10,CISO,California Independent System Operator,NG,Net generation,13871,megawatthours
2019-06-30T10,CISO,California Independent System Operator,TI,Total interchange,-5581,megawatthours
2019-06-30T11,CISO,California Independent System Operator,D,Demand,20460,megawatthours
2019-06-30T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20812,megawatthours
2019-06-30T11,CISO,California Independent System Operator,NG,Net generation,13558,megawatthours
2019-06-30T11,CISO,California Independent System Operator,TI,Total interchange,-5511,megawatthours
2019-06-30T12,CISO,California Independent System Operator,D,Demand,20227,megawatthours
2019-06-30T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20640,megawatthours
2019-06-30T12,CISO,California Independent System Operator,NG,Net generation,13464,megawatthours
2019-06-30T12,CISO,California Independent System Operator,TI,Total interchange,-5506,megawatthours
2019-06-30T13,CISO,California Independent System Operator,D,Demand,20501,megawatthours
2019-06-30T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20599,megawatthours
2019-06-30T13,CISO,California Independent System Operator,NG,Net generation,12941,megawatthours
2019-06-30T13,CISO,California Independent System Operator,TI,Total interchange,-5475,megawatthours
2019-06-30T14,CISO,California Independent System Operator,D,Demand,20454,megawatthours
2019-06-30T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20388,megawatthours
2019-06-30T14,CISO,California Independent System Operator,NG,Net generation,14480,megawatthours
2019-06-30T14,CISO,California Independent System Operator,TI,Total interchange,-5308,megawatthours
2019-06-30T15,CISO,California Independent System Operator,D,Demand,20759,megawatthours
2019-06-30T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20702,megawatthours
2019-06-30T15,CISO,California Independent System Operator,NG,Net generation,16572,megawatthours
2019-06-30T15,CISO,California Independent System Operator,TI,Total interchange,-4402,megawatthours
2019-06-30T16,CISO,California Independent System Operator,D,Demand,20867,megawatthours
2019-06-30T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20924,megawatthours
2019-06-30T16,CISO,California Independent System Operator,NG,Net generation,17733,megawatthours
2019-06-30T16,CISO,California Independent System Operator,TI,Total interchange,-2787,megawatthours
2019-06-30T17,CISO,California Independent System Operator,D,Demand,21134,megawatthours
2019-06-30T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21366,megawatthours
2019-06-30T17,CISO,California Independent System Operator,NG,Net generation,18813,megawatthours
2019-06-30T17,CISO,California Independent System Operator,TI,Total interchange,-2200,megawatthours
2019-06-30T18,CISO,California Independent System Operator,D,Demand,21660,megawatthours
2019-06-30T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21816,megawatthours
2019-06-30T18,CISO,California Independent System Operator,NG,Net generation,19314,megawatthours
2019-06-30T18,CISO,California Independent System Operator,TI,Total interchange,-1952,megawatthours
2019-06-30T19,CISO,California Independent System Operator,D,Demand,22351,megawatthours
2019-06-30T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22396,megawatthours
2019-06-30T19,CISO,California Independent System Operator,NG,Net generation,19573,megawatthours
2019-06-30T19,CISO,California Independent System Operator,TI,Total interchange,-2433,megawatthours
2019-06-30T20,CISO,California Independent System Operator,D,Demand,23181,megawatthours
2019-06-30T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22972,megawatthours
2019-06-30T20,CISO,California Independent System Operator,NG,Net generation,20370,megawatthours
2019-06-30T20,CISO,California Independent System Operator,TI,Total interchange,-2739,megawatthours
2019-06-30T21,CISO,California Independent System Operator,D,Demand,23936,megawatthours
2019-06-30T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24027,megawatthours
2019-06-30T21,CISO,California Independent System Operator,NG,Net generation,22342,megawatthours
2019-06-30T21,CISO,California Independent System Operator,TI,Total interchange,-1965,megawatthours
2019-06-30T22,CISO,California Independent System Operator,D,Demand,24982,megawatthours
2019-06-30T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25206,megawatthours
2019-06-30T22,CISO,California Independent System Operator,NG,Net generation,23230,megawatthours
2019-06-30T22,CISO,California Independent System Operator,TI,Total interchange,-1557,megawatthours
2019-06-30T23,CISO,California Independent System Operator,D,Demand,26465,megawatthours
2019-06-30T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26463,megawatthours
2019-06-30T23,CISO,California Independent System Operator,NG,Net generation,24048,megawatthours
2019-06-30T23,CISO,California Independent System Operator,TI,Total interchange,-2414,megawatthours
2019-07-01T00,CISO,California Independent System Operator,D,Demand,27796,megawatthours
2019-07-01T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28071,megawatthours
2019-07-01T00,CISO,California Independent System Operator,NG,Net generation,24819,megawatthours
2019-07-01T00,CISO,California Independent System Operator,TI,Total interchange,-2599,megawatthours
2019-07-01T01,CISO,California Independent System Operator,D,Demand,29238,megawatthours
2019-07-01T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29249,megawatthours
2019-07-01T01,CISO,California Independent System Operator,NG,Net generation,24314,megawatthours
2019-07-01T01,CISO,California Independent System Operator,TI,Total interchange,-3304,megawatthours
2019-07-01T02,CISO,California Independent System Operator,D,Demand,30271,megawatthours
2019-07-01T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29982,megawatthours
2019-07-01T02,CISO,California Independent System Operator,NG,Net generation,22484,megawatthours
2019-07-01T02,CISO,California Independent System Operator,TI,Total interchange,-5207,megawatthours
2019-07-01T03,CISO,California Independent System Operator,D,Demand,30237,megawatthours
2019-07-01T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29806,megawatthours
2019-07-01T03,CISO,California Independent System Operator,NG,Net generation,21234,megawatthours
2019-07-01T03,CISO,California Independent System Operator,TI,Total interchange,-6707,megawatthours
2019-07-01T04,CISO,California Independent System Operator,D,Demand,29973,megawatthours
2019-07-01T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29691,megawatthours
2019-07-01T04,CISO,California Independent System Operator,NG,Net generation,20585,megawatthours
2019-07-01T04,CISO,California Independent System Operator,TI,Total interchange,-7347,megawatthours
2019-07-01T05,CISO,California Independent System Operator,D,Demand,29103,megawatthours
2019-07-01T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28942,megawatthours
2019-07-01T05,CISO,California Independent System Operator,NG,Net generation,19387,megawatthours
2019-07-01T05,CISO,California Independent System Operator,TI,Total interchange,-7384,megawatthours
2019-07-01T06,CISO,California Independent System Operator,D,Demand,26881,megawatthours
2019-07-01T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26954,megawatthours
2019-07-01T06,CISO,California Independent System Operator,NG,Net generation,17564,megawatthours
2019-07-01T06,CISO,California Independent System Operator,TI,Total interchange,-6642,megawatthours
2019-07-01T07,CISO,California Independent System Operator,D,Demand,24640,megawatthours
2019-07-01T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24712,megawatthours
2019-07-01T07,CISO,California Independent System Operator,NG,Net generation,15998,megawatthours
2019-07-01T07,CISO,California Independent System Operator,TI,Total interchange,-6430,megawatthours
2019-07-01T08,CISO,California Independent System Operator,D,Demand,22958,megawatthours
2019-07-01T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23421,megawatthours
2019-07-01T08,CISO,California Independent System Operator,NG,Net generation,14829,megawatthours
2019-07-01T08,CISO,California Independent System Operator,TI,Total interchange,-5966,megawatthours
2019-07-01T09,CISO,California Independent System Operator,D,Demand,21666,megawatthours
2019-07-01T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22169,megawatthours
2019-07-01T09,CISO,California Independent System Operator,NG,Net generation,14572,megawatthours
2019-07-01T09,CISO,California Independent System Operator,TI,Total interchange,-5569,megawatthours
2019-07-01T10,CISO,California Independent System Operator,D,Demand,20852,megawatthours
2019-07-01T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21417,megawatthours
2019-07-01T10,CISO,California Independent System Operator,NG,Net generation,14250,megawatthours
2019-07-01T10,CISO,California Independent System Operator,TI,Total interchange,-4987,megawatthours
2019-07-01T11,CISO,California Independent System Operator,D,Demand,20625,megawatthours
2019-07-01T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21067,megawatthours
2019-07-01T11,CISO,California Independent System Operator,NG,Net generation,13899,megawatthours
2019-07-01T11,CISO,California Independent System Operator,TI,Total interchange,-5008,megawatthours
2019-07-01T12,CISO,California Independent System Operator,D,Demand,20980,megawatthours
2019-07-01T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21437,megawatthours
2019-07-01T12,CISO,California Independent System Operator,NG,Net generation,14262,megawatthours
2019-07-01T12,CISO,California Independent System Operator,TI,Total interchange,-5436,megawatthours
2019-07-01T13,CISO,California Independent System Operator,D,Demand,22170,megawatthours
2019-07-01T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22523,megawatthours
2019-07-01T13,CISO,California Independent System Operator,NG,Net generation,14298,megawatthours
2019-07-01T13,CISO,California Independent System Operator,TI,Total interchange,-6333,megawatthours
2019-07-01T14,CISO,California Independent System Operator,D,Demand,23309,megawatthours
2019-07-01T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23738,megawatthours
2019-07-01T14,CISO,California Independent System Operator,NG,Net generation,17444,megawatthours
2019-07-01T14,CISO,California Independent System Operator,TI,Total interchange,-6537,megawatthours
2019-07-01T15,CISO,California Independent System Operator,D,Demand,24607,megawatthours
2019-07-01T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25076,megawatthours
2019-07-01T15,CISO,California Independent System Operator,NG,Net generation,20945,megawatthours
2019-07-01T15,CISO,California Independent System Operator,TI,Total interchange,-4674,megawatthours
2019-07-01T16,CISO,California Independent System Operator,D,Demand,25289,megawatthours
2019-07-01T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25726,megawatthours
2019-07-01T16,CISO,California Independent System Operator,NG,Net generation,22079,megawatthours
2019-07-01T16,CISO,California Independent System Operator,TI,Total interchange,-3096,megawatthours
2019-07-01T17,CISO,California Independent System Operator,D,Demand,25865,megawatthours
2019-07-01T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26278,megawatthours
2019-07-01T17,CISO,California Independent System Operator,NG,Net generation,22669,megawatthours
2019-07-01T17,CISO,California Independent System Operator,TI,Total interchange,-3074,megawatthours
2019-07-01T18,CISO,California Independent System Operator,D,Demand,26605,megawatthours
2019-07-01T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26815,megawatthours
2019-07-01T18,CISO,California Independent System Operator,NG,Net generation,23149,megawatthours
2019-07-01T18,CISO,California Independent System Operator,TI,Total interchange,-3238,megawatthours
2019-07-01T19,CISO,California Independent System Operator,D,Demand,27056,megawatthours
2019-07-01T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27279,megawatthours
2019-07-01T19,CISO,California Independent System Operator,NG,Net generation,24054,megawatthours
2019-07-01T19,CISO,California Independent System Operator,TI,Total interchange,-3177,megawatthours
2019-07-01T20,CISO,California Independent System Operator,D,Demand,27674,megawatthours
2019-07-01T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27844,megawatthours
2019-07-01T20,CISO,California Independent System Operator,NG,Net generation,25178,megawatthours
2019-07-01T20,CISO,California Independent System Operator,TI,Total interchange,-2643,megawatthours
2019-07-01T21,CISO,California Independent System Operator,D,Demand,28891,megawatthours
2019-07-01T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28950,megawatthours
2019-07-01T21,CISO,California Independent System Operator,NG,Net generation,25999,megawatthours
2019-07-01T21,CISO,California Independent System Operator,TI,Total interchange,-2748,megawatthours
2019-07-01T22,CISO,California Independent System Operator,D,Demand,29937,megawatthours
2019-07-01T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30219,megawatthours
2019-07-01T22,CISO,California Independent System Operator,NG,Net generation,26395,megawatthours
2019-07-01T22,CISO,California Independent System Operator,TI,Total interchange,-3140,megawatthours
2019-07-01T23,CISO,California Independent System Operator,D,Demand,31120,megawatthours
2019-07-01T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31693,megawatthours
2019-07-01T23,CISO,California Independent System Operator,NG,Net generation,26795,megawatthours
2019-07-01T23,CISO,California Independent System Operator,TI,Total interchange,-3979,megawatthours
2019-07-02T00,CISO,California Independent System Operator,D,Demand,32105,megawatthours
2019-07-02T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32904,megawatthours
2019-07-02T00,CISO,California Independent System Operator,NG,Net generation,27215,megawatthours
2019-07-02T00,CISO,California Independent System Operator,TI,Total interchange,-4577,megawatthours
2019-07-02T01,CISO,California Independent System Operator,D,Demand,33013,megawatthours
2019-07-02T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33708,megawatthours
2019-07-02T01,CISO,California Independent System Operator,NG,Net generation,26980,megawatthours
2019-07-02T01,CISO,California Independent System Operator,TI,Total interchange,-4780,megawatthours
2019-07-02T02,CISO,California Independent System Operator,D,Demand,33564,megawatthours
2019-07-02T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33906,megawatthours
2019-07-02T02,CISO,California Independent System Operator,NG,Net generation,24996,megawatthours
2019-07-02T02,CISO,California Independent System Operator,TI,Total interchange,-5768,megawatthours
2019-07-02T03,CISO,California Independent System Operator,D,Demand,33373,megawatthours
2019-07-02T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33268,megawatthours
2019-07-02T03,CISO,California Independent System Operator,NG,Net generation,22793,megawatthours
2019-07-02T03,CISO,California Independent System Operator,TI,Total interchange,-7668,megawatthours
2019-07-02T04,CISO,California Independent System Operator,D,Demand,32505,megawatthours
2019-07-02T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32590,megawatthours
2019-07-02T04,CISO,California Independent System Operator,NG,Net generation,22404,megawatthours
2019-07-02T04,CISO,California Independent System Operator,TI,Total interchange,-8300,megawatthours
2019-07-02T05,CISO,California Independent System Operator,D,Demand,31322,megawatthours
2019-07-02T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31429,megawatthours
2019-07-02T05,CISO,California Independent System Operator,NG,Net generation,20618,megawatthours
2019-07-02T05,CISO,California Independent System Operator,TI,Total interchange,-7978,megawatthours
2019-07-02T06,CISO,California Independent System Operator,D,Demand,28762,megawatthours
2019-07-02T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28869,megawatthours
2019-07-02T06,CISO,California Independent System Operator,NG,Net generation,18430,megawatthours
2019-07-02T06,CISO,California Independent System Operator,TI,Total interchange,-7275,megawatthours
2019-07-02T07,CISO,California Independent System Operator,D,Demand,26262,megawatthours
2019-07-02T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26353,megawatthours
2019-07-02T07,CISO,California Independent System Operator,NG,Net generation,16779,megawatthours
2019-07-02T07,CISO,California Independent System Operator,TI,Total interchange,-6979,megawatthours
2019-07-02T08,CISO,California Independent System Operator,D,Demand,24484,megawatthours
2019-07-02T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24672,megawatthours
2019-07-02T08,CISO,California Independent System Operator,NG,Net generation,15879,megawatthours
2019-07-02T08,CISO,California Independent System Operator,TI,Total interchange,-6576,megawatthours
2019-07-02T09,CISO,California Independent System Operator,D,Demand,23452,megawatthours
2019-07-02T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23317,megawatthours
2019-07-02T09,CISO,California Independent System Operator,NG,Net generation,14958,megawatthours
2019-07-02T09,CISO,California Independent System Operator,TI,Total interchange,-6318,megawatthours
2019-07-02T10,CISO,California Independent System Operator,D,Demand,22535,megawatthours
2019-07-02T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22388,megawatthours
2019-07-02T10,CISO,California Independent System Operator,NG,Net generation,14397,megawatthours
2019-07-02T10,CISO,California Independent System Operator,TI,Total interchange,-6309,megawatthours
2019-07-02T11,CISO,California Independent System Operator,D,Demand,22103,megawatthours
2019-07-02T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21975,megawatthours
2019-07-02T11,CISO,California Independent System Operator,NG,Net generation,14436,megawatthours
2019-07-02T11,CISO,California Independent System Operator,TI,Total interchange,-6221,megawatthours
2019-07-02T12,CISO,California Independent System Operator,D,Demand,22045,megawatthours
2019-07-02T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22262,megawatthours
2019-07-02T12,CISO,California Independent System Operator,NG,Net generation,14475,megawatthours
2019-07-02T12,CISO,California Independent System Operator,TI,Total interchange,-6009,megawatthours
2019-07-02T13,CISO,California Independent System Operator,D,Demand,22912,megawatthours
2019-07-02T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23295,megawatthours
2019-07-02T13,CISO,California Independent System Operator,NG,Net generation,14747,megawatthours
2019-07-02T13,CISO,California Independent System Operator,TI,Total interchange,-6915,megawatthours
2019-07-02T14,CISO,California Independent System Operator,D,Demand,23988,megawatthours
2019-07-02T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24534,megawatthours
2019-07-02T14,CISO,California Independent System Operator,NG,Net generation,17162,megawatthours
2019-07-02T14,CISO,California Independent System Operator,TI,Total interchange,-6917,megawatthours
2019-07-02T15,CISO,California Independent System Operator,D,Demand,25191,megawatthours
2019-07-02T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25705,megawatthours
2019-07-02T15,CISO,California Independent System Operator,NG,Net generation,20503,megawatthours
2019-07-02T15,CISO,California Independent System Operator,TI,Total interchange,-5642,megawatthours
2019-07-02T16,CISO,California Independent System Operator,D,Demand,25861,megawatthours
2019-07-02T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26141,megawatthours
2019-07-02T16,CISO,California Independent System Operator,NG,Net generation,21328,megawatthours
2019-07-02T16,CISO,California Independent System Operator,TI,Total interchange,-4090,megawatthours
2019-07-02T17,CISO,California Independent System Operator,D,Demand,26191,megawatthours
2019-07-02T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26398,megawatthours
2019-07-02T17,CISO,California Independent System Operator,NG,Net generation,22175,megawatthours
2019-07-02T17,CISO,California Independent System Operator,TI,Total interchange,-3723,megawatthours
2019-07-02T18,CISO,California Independent System Operator,D,Demand,26466,megawatthours
2019-07-02T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26697,megawatthours
2019-07-02T18,CISO,California Independent System Operator,NG,Net generation,22805,megawatthours
2019-07-02T18,CISO,California Independent System Operator,TI,Total interchange,-3553,megawatthours
2019-07-02T19,CISO,California Independent System Operator,D,Demand,27033,megawatthours
2019-07-02T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27078,megawatthours
2019-07-02T19,CISO,California Independent System Operator,NG,Net generation,23390,megawatthours
2019-07-02T19,CISO,California Independent System Operator,TI,Total interchange,-3365,megawatthours
2019-07-02T20,CISO,California Independent System Operator,D,Demand,27393,megawatthours
2019-07-02T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27606,megawatthours
2019-07-02T20,CISO,California Independent System Operator,NG,Net generation,24342,megawatthours
2019-07-02T20,CISO,California Independent System Operator,TI,Total interchange,-2979,megawatthours
2019-07-02T21,CISO,California Independent System Operator,D,Demand,28402,megawatthours
2019-07-02T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28649,megawatthours
2019-07-02T21,CISO,California Independent System Operator,NG,Net generation,25036,megawatthours
2019-07-02T21,CISO,California Independent System Operator,TI,Total interchange,-3258,megawatthours
2019-07-02T22,CISO,California Independent System Operator,D,Demand,29335,megawatthours
2019-07-02T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29690,megawatthours
2019-07-02T22,CISO,California Independent System Operator,NG,Net generation,25601,megawatthours
2019-07-02T22,CISO,California Independent System Operator,TI,Total interchange,-3340,megawatthours
2019-07-02T23,CISO,California Independent System Operator,D,Demand,30441,megawatthours
2019-07-02T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30906,megawatthours
2019-07-02T23,CISO,California Independent System Operator,NG,Net generation,26246,megawatthours
2019-07-02T23,CISO,California Independent System Operator,TI,Total interchange,-3864,megawatthours
2019-07-03T00,CISO,California Independent System Operator,D,Demand,31563,megawatthours
2019-07-03T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32021,megawatthours
2019-07-03T00,CISO,California Independent System Operator,NG,Net generation,26470,megawatthours
2019-07-03T00,CISO,California Independent System Operator,TI,Total interchange,-4458,megawatthours
2019-07-03T01,CISO,California Independent System Operator,D,Demand,32459,megawatthours
2019-07-03T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32829,megawatthours
2019-07-03T01,CISO,California Independent System Operator,NG,Net generation,26063,megawatthours
2019-07-03T01,CISO,California Independent System Operator,TI,Total interchange,-4838,megawatthours
2019-07-03T02,CISO,California Independent System Operator,D,Demand,32960,megawatthours
2019-07-03T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32950,megawatthours
2019-07-03T02,CISO,California Independent System Operator,NG,Net generation,23526,megawatthours
2019-07-03T02,CISO,California Independent System Operator,TI,Total interchange,-6268,megawatthours
2019-07-03T03,CISO,California Independent System Operator,D,Demand,32717,megawatthours
2019-07-03T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32448,megawatthours
2019-07-03T03,CISO,California Independent System Operator,NG,Net generation,21723,megawatthours
2019-07-03T03,CISO,California Independent System Operator,TI,Total interchange,-8556,megawatthours
2019-07-03T04,CISO,California Independent System Operator,D,Demand,32222,megawatthours
2019-07-03T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31968,megawatthours
2019-07-03T04,CISO,California Independent System Operator,NG,Net generation,21724,megawatthours
2019-07-03T04,CISO,California Independent System Operator,TI,Total interchange,-8737,megawatthours
2019-07-03T05,CISO,California Independent System Operator,D,Demand,31219,megawatthours
2019-07-03T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30928,megawatthours
2019-07-03T05,CISO,California Independent System Operator,NG,Net generation,20117,megawatthours
2019-07-03T05,CISO,California Independent System Operator,TI,Total interchange,-8098,megawatthours
2019-07-03T06,CISO,California Independent System Operator,D,Demand,28830,megawatthours
2019-07-03T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28447,megawatthours
2019-07-03T06,CISO,California Independent System Operator,NG,Net generation,18398,megawatthours
2019-07-03T06,CISO,California Independent System Operator,TI,Total interchange,-7685,megawatthours
2019-07-03T07,CISO,California Independent System Operator,D,Demand,26339,megawatthours
